skills,major,education_level,pay,location
Machine Learning,Computer Science,No Education Listed,,Oklahoma
Artificial Intelligence,Computer Science,Associate degree,,Virginia
"Data Science, Machine Learning",Computer Science,Associate degree|Bachelor's degree|Master's degree,128944.0,Texas
Artificial Intelligence,Computer Science,Bachelor's degree,,California
Machine Learning,Computer Science,Bachelor's degree|Ph.D. or professional degree,,California
Machine Learning,Computer Science,Bachelor's degree,,California
"Data Science, Artificial Intelligence",Computer Science,No Education Listed,,New York
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,High school or GED|Bachelor's degree,,Ohio
"Data Science, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,130000.0,Michigan
Splunk,Computer Science,Bachelor's degree,,Connecticut
Artificial Intelligence,Computer Science,Bachelor's degree,,Georgia
"Data Engineering, Big Data, Apache Spark, Metadata",Computer Science,Master's degree,156000.0,New Jersey
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,Michigan
Data Science,Computer Science,Bachelor's degree,,California
Artificial Intelligence,Computer Science,No Education Listed,,Oregon
"Data Science, Machine Learning, Big Data Analytics, Big Data",Computer Science,Ph.D. or professional degree,,South Carolina
Artificial Intelligence,Computer Science,High school or GED|Bachelor's degree,,Nevada
Artificial Intelligence,Computer Science,Bachelor's degree,,Pennsylvania
Metadata,Computer Science,Bachelor's degree,,Texas
"Data Manipulation, Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,New York
"Big Data, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Texas
"Data Science, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,California
"Machine Learning, Artificial Intelligence",Computer Science,High school or GED,,Utah
Big Data,Computer Science,Bachelor's degree,,Illinois
Data Science,Computer Science,High school or GED|Bachelor's degree|Master's degree,43776.0,Connecticut
Data Science,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,North Carolina
Splunk,Computer Science,Bachelor's degree,,Georgia
Machine Learning,Computer Science,No Education Listed,,Texas
Big Data,Computer Science,Bachelor's degree,,Texas
"Splunk, Artificial Intelligence",Computer Science,No Education Listed,,Kansas
"Metadata, Artificial Intelligence",Computer Science,No Education Listed,,Ohio
"Data Science, Big Data, Azure Machine Learning, Machine Learning Methods, MLOps (Machine Learning Operations), Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Hawaii
Data Science,Computer Science,Bachelor's degree,,New York
"Apache Spark, Big Data, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Washington
"Apache Spark, Machine Learning",Computer Science,Bachelor's degree,124800.0,Georgia
Artificial Intelligence,Computer Science,Master's degree,,Massachusetts
Big Data,Computer Science,High school or GED|Bachelor's degree,,North Carolina
"Data Engineering, Machine Learning, Artificial Intelligence, Artificial Intelligence Development",Computer Science,No Education Listed,111150.0,Minnesota
Metadata,Computer Science,Bachelor's degree|Master's degree,157550.0,California
"Big Data, Data Engineering, Machine Learning",Computer Science,No Education Listed,,Washington
Artificial Intelligence,Computer Science,Bachelor's degree,,Georgia
"Apache Hadoop, Data Science, Data Engineering, Big Data, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,New York
"Machine Learning, Artificial Intelligence",Computer Science,Master's degree,,California
Data Engineering,Computer Science,Bachelor's degree,,Kentucky
Data Manipulation,Computer Science,No Education Listed,,New York
"Apache Hadoop, Data Engineering, Big Data, Apache Spark, Machine Learning",Computer Science,Associate degree|Bachelor's degree|Master's degree|Ph.D. or professional degree,145600.0,Pennsylvania
"Data Science, Machine Learning",Computer Science,Bachelor's degree,,California
"Data Science, Data Engineering, Machine Learning",Computer Science,Bachelor's degree,,Maryland
"Machine Learning, PyTorch (Machine Learning Library)",Computer Science,No Education Listed,,Washington
Apache Hadoop,Computer Science,Bachelor's degree,,California
"Data Manipulation, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,New York
Metadata,Computer Science,No Education Listed,,Washington
Artificial Intelligence,Computer Science,No Education Listed,,California
Data Engineering,Computer Science,No Education Listed,155000.0,New York
"Data Science, Big Data, Apache Spark, Machine Learning Algorithms, Machine Learning",Computer Science,Master's degree,,"Washington, D.C. (District of Columbia)"
"Big Data, Apache Spark",Computer Science,No Education Listed,400000.0,New York
"Data Engineering, Apache Spark, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,California
Big Data,Computer Science,Bachelor's degree,122500.0,Colorado
Data Engineering,Computer Science,Bachelor's degree,,California
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Washington
"Big Data, Machine Learning",Computer Science,Master's degree,,Washington
Data Science,Computer Science,Bachelor's degree|Master's degree,,Washington
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,California
"Apache Hadoop, Data Manipulation, Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,100000.0,Virginia
"Big Data, Data Science, Machine Learning, Apache Hadoop",Computer Science,Bachelor's degree,,Maryland
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Washington
"Data Science, Machine Learning",Computer Science,No Education Listed,,Texas
"Data Science, Data Engineering",Computer Science,Bachelor's degree,52000.0,Texas
Data Science,Computer Science,No Education Listed,65500.0,New York
"Big Data, Machine Learning",Computer Science,High school or GED|Bachelor's degree,,Utah
"Data Science, Machine Learning",Computer Science,Bachelor's degree,102500.0,Texas
"Artificial Intelligence Systems, Artificial Intelligence",Computer Science,No Education Listed,,Pennsylvania
Machine Learning,Computer Science,Ph.D. or professional degree,54835.0,Iowa
Artificial Intelligence,Computer Science,Ph.D. or professional degree,,Oregon
"Data Science, Data Engineering, Big Data, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,California
"Data Science, Data Engineering, Big Data, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Kansas
"Artificial Intelligence Systems, Artificial Intelligence",Computer Science,No Education Listed,,Tennessee
"Data Engineering, Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,Ohio
"Apache Hadoop, Big Data, Data Engineering, Apache Spark, Machine Learning, Metadata",Computer Science,No Education Listed,29030.0,Virginia
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree,,Florida
Data Science,Computer Science,Bachelor's degree,,New York
"Data Science, Machine Learning Algorithms, Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Ph.D. or professional degree,,New York
Machine Learning,Computer Science,Ph.D. or professional degree,,Texas
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,California
"Big Data, Machine Learning",Computer Science,Master's degree|Ph.D. or professional degree,,New York
Data Science,Computer Science,Bachelor's degree,,Texas
Artificial Intelligence,Computer Science,Bachelor's degree,,California
Data Science,Computer Science,No Education Listed,,California
"Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,California
"Data Science, Artificial Intelligence, Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Bachelor's degree|Ph.D. or professional degree,,Montana
"Data Science, Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Ph.D. or professional degree,,West Virginia
"Machine Learning, Artificial Intelligence",Computer Science,Master's degree,74800.0,Virginia
"Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,New Jersey
"Data Science, Data Engineering, Machine Learning Algorithms, Machine Learning, Automated Machine Learning",Computer Science,Bachelor's degree,,Texas
"Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,New York
"Data Science, Machine Learning",Computer Science,Bachelor's degree,,Georgia
"Data Manipulation, Data Science, Big Data, Data Engineering",Computer Science,Bachelor's degree|Master's degree,,Michigan
Apache Hadoop,Computer Science,Bachelor's degree,,Florida
"Apache Hadoop, Apache Spark",Computer Science,Associate degree|Bachelor's degree,106080.0,New Jersey
Big Data,Computer Science,Bachelor's degree,,New Jersey
Machine Learning,Computer Science,Master's degree,,New York
Artificial Intelligence,Computer Science,Bachelor's degree,,Maryland
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,New Jersey
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,New York
Artificial Intelligence,Computer Science,Bachelor's degree,120000.0,Arizona
Artificial Intelligence,Computer Science,No Education Listed,,Ohio
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,195000.0,Texas
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Master's degree,,Massachusetts
"Data Science, Data Engineering, Machine Learning",Computer Science,Bachelor's degree,,Michigan
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,New York
Big Data,Computer Science,Bachelor's degree,,New York
Data Science,Computer Science,Bachelor's degree|Master's degree,,Illinois
Machine Learning,Computer Science,Bachelor's degree|Master's degree,152500.0,California
Apache Hadoop,Computer Science,No Education Listed,,New York
"Data Science, Machine Learning",Computer Science,Bachelor's degree,195800.0,Virginia
"Data Science, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Massachusetts
Artificial Intelligence,Computer Science,Bachelor's degree,,Virginia
Splunk,Computer Science,Bachelor's degree|Master's degree,,Pennsylvania
Data Manipulation,Computer Science,Bachelor's degree,,Illinois
Metadata,Computer Science,Bachelor's degree,,Illinois
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,90000.0,Tennessee
Artificial Intelligence,Computer Science,Bachelor's degree,,Oregon
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Pennsylvania
Machine Learning,Computer Science,No Education Listed,,California
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,New Jersey
"Applications Of Artificial Intelligence, Machine Learning",Computer Science,No Education Listed,,Pennsylvania
"Apache Hadoop, Data Science, Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Massachusetts
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,California
"Data Science, Machine Learning",Computer Science,No Education Listed,,Virginia
Big Data,Computer Science,Bachelor's degree,,California
Splunk,Computer Science,No Education Listed,,Texas
Azure Machine Learning,Computer Science,Bachelor's degree|Master's degree,,Texas
Data Science,Computer Science,Associate degree|Bachelor's degree|Master's degree,,New York
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,Illinois
Artificial Intelligence,Computer Science,Bachelor's degree,,Massachusetts
Splunk,Computer Science,Bachelor's degree,,California
Machine Learning,Computer Science,No Education Listed,,Pennsylvania
"Splunk, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Michigan
"Metadata Management, Machine Learning, Metadata",Computer Science,Bachelor's degree,,Georgia
Machine Learning,Computer Science,Bachelor's degree,,Illinois
Data Science,Computer Science,Bachelor's degree|Master's degree,,Arkansas
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree,,California
Metadata,Computer Science,Bachelor's degree|Master's degree,,North Carolina
Artificial Intelligence,Computer Science,No Education Listed,45947.0,Illinois
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree,133120.0,North Carolina
Big Data,Computer Science,Bachelor's degree,,Illinois
Artificial Intelligence,Computer Science,Bachelor's degree,,Kentucky
"Big Data, Machine Learning",Computer Science,No Education Listed,217550.0,California
"Data Science, Data Engineering, Apache Spark",Computer Science,No Education Listed,,Nevada
Data Science,Computer Science,Bachelor's degree|Master's degree,,Texas
"Data Science, MLOps (Machine Learning Operations), Apache Spark, Transformer (Machine Learning Model), Machine Learning, Torch (Machine Learning), Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
Splunk,Computer Science,Bachelor's degree,,Texas
Data Engineering,Computer Science,Bachelor's degree,62400.0,Arizona
Data Science,Computer Science,No Education Listed,,Georgia
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,Connecticut
"Data Engineering, Machine Learning",Computer Science,No Education Listed,,Illinois
Metadata Management,Computer Science,Bachelor's degree,,South Dakota
Big Data,Computer Science,Master's degree,56160.0,Maryland
"Apache Hadoop, Data Science, Big Data, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,New York
"Big Data, Apache Spark",Computer Science,Bachelor's degree,157550.0,Pennsylvania
Artificial Intelligence,Computer Science,No Education Listed,100000.0,"Washington, D.C. (District of Columbia)"
Artificial Intelligence,Computer Science,Bachelor's degree,,Maryland
Splunk,Computer Science,Bachelor's degree|Master's degree,136219.0,California
Big Data,Computer Science,Bachelor's degree,180000.0,Massachusetts
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Connecticut
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,California
Artificial Intelligence,Computer Science,Bachelor's degree,,Texas
Artificial Intelligence,Computer Science,Bachelor's degree,,North Carolina
"Machine Learning Methods, Machine Learning",Computer Science,Bachelor's degree|Ph.D. or professional degree,,California
Big Data,Computer Science,Bachelor's degree,165400.0,New Jersey
"Data Science, Artificial Intelligence",Computer Science,Bachelor's degree,,Virginia
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Nebraska
"Data Science, Machine Learning",Computer Science,No Education Listed,190000.0,New Jersey
"Machine Learning Model Training, Data Science, Machine Learning, MLOps (Machine Learning Operations), PyTorch (Machine Learning Library)",Computer Science,Master's degree,,California
Artificial Intelligence,Computer Science,No Education Listed,,Virginia
Data Manipulation,Computer Science,Bachelor's degree|Master's degree,81661.0,South Dakota
Apache Spark,Computer Science,Bachelor's degree,114500.0,Nevada
"Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Bachelor's degree|Ph.D. or professional degree,,Washington
"Splunk, MLOps (Machine Learning Operations), Artificial Intelligence",Computer Science,Bachelor's degree,,Florida
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Ph.D. or professional degree,,Massachusetts
Data Science,Computer Science,Bachelor's degree,,New York
"Big Data, Machine Learning",Computer Science,Bachelor's degree|Ph.D. or professional degree,,Massachusetts
Data Science,Computer Science,Bachelor's degree,,Massachusetts
"Data Science, Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Wisconsin
Machine Learning,Computer Science,Bachelor's degree,,Texas
Splunk,Computer Science,Bachelor's degree,,Texas
Data Engineering,Computer Science,Bachelor's degree,,Nevada
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Maine
"Data Science, Data Engineering",Computer Science,Master's degree,,Florida
"Apache Hadoop, Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,New York
Artificial Intelligence,Computer Science,Bachelor's degree,,Pennsylvania
Machine Learning,Computer Science,Bachelor's degree,,California
Splunk,Computer Science,Bachelor's degree,,New Jersey
Big Data,Computer Science,Ph.D. or professional degree,,Arkansas
"Splunk, Data Science",Computer Science,Bachelor's degree,,Ohio
Artificial Intelligence,Computer Science,Bachelor's degree,,Texas
Artificial Intelligence,Computer Science,No Education Listed,,Minnesota
Data Science,Computer Science,No Education Listed,,California
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,101500.0,California
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Ohio
Machine Learning,Computer Science,No Education Listed,,New York
Splunk,Computer Science,Bachelor's degree,119100.0,Colorado
"Data Science, Data Engineering, Big Data, Machine Learning, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Utah
"Data Science, Machine Learning",Computer Science,No Education Listed,,North Carolina
Data Manipulation Language,Computer Science,High school or GED|Associate degree|Bachelor's degree|Master's degree,,Maryland
Artificial Intelligence,Computer Science,No Education Listed,,New York
Artificial Intelligence,Computer Science,Bachelor's degree|Ph.D. or professional degree,,Massachusetts
Artificial Intelligence,Computer Science,Bachelor's degree,,Virginia
Data Science,Computer Science,Bachelor's degree,,Illinois
"Automated Machine Learning, Data Science, Big Data, Data Engineering, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,"Washington, D.C. (District of Columbia)"
"Data Science, Data Engineering, Big Data, Metadata",Computer Science,Bachelor's degree,,North Carolina
"Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Master's degree,,New Jersey
"Big Data, Splunk",Computer Science,Master's degree,,Virginia
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Washington
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Illinois
Data Science,Computer Science,Bachelor's degree,63825.0,Massachusetts
"Data Engineering, Artificial Intelligence",Computer Science,No Education Listed,,Pennsylvania
Data Science,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Georgia
"Apache Hadoop, Big Data",Computer Science,No Education Listed,,Pennsylvania
"Data Science, Machine Learning Methods, Machine Learning Algorithms, Machine Learning",Computer Science,Master's degree|Ph.D. or professional degree,,Missouri
"Data Science, Data Engineering, Big Data, Machine Learning",Computer Science,Bachelor's degree,,California
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,California
"Machine Learning, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Ohio
Big Data,Computer Science,Bachelor's degree|Master's degree,,Michigan
Artificial Intelligence,Computer Science,No Education Listed,,California
"Data Science, Machine Learning",Computer Science,Bachelor's degree,,New York
"Data Science, Machine Learning, Torch (Machine Learning)",Computer Science,Master's degree|Ph.D. or professional degree,137100.0,California
"Apache Hadoop, Data Science, Machine Learning, Big Data Analytics, Big Data",Computer Science,Bachelor's degree,94619.0,Texas
"Machine Learning Model Training, Machine Learning",Computer Science,Associate degree|Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
"Big Data, Data Engineering, Machine Learning",Computer Science,Bachelor's degree,126000.0,Ohio
Artificial Intelligence,Computer Science,High school or GED,,West Virginia
"Apache Hadoop, Big Data, Splunk, Data Engineering, Apache Spark, Machine Learning, Metadata",Computer Science,No Education Listed,109200.0,Texas
"Data Engineering, Big Data",Computer Science,Bachelor's degree|Master's degree,,South Dakota
Artificial Intelligence,Computer Science,No Education Listed,,California
"Apache Hadoop, Big Data",Computer Science,Bachelor's degree,,Texas
Data Engineering,Computer Science,Bachelor's degree,74755.0,Pennsylvania
Big Data,Computer Science,Bachelor's degree,,Iowa
Machine Learning,Computer Science,Bachelor's degree,,Virginia
"Data Science, Machine Learning Algorithms, Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,94875.0,Alabama
Artificial Intelligence,Computer Science,High school or GED,,Florida
"Apache Hadoop, Big Data, Apache Spark, Data Science, Machine Learning, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Texas
Applications Of Artificial Intelligence,Computer Science,No Education Listed,,Massachusetts
Splunk,Computer Science,High school or GED|Bachelor's degree,,Utah
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Michigan
Data Science,Computer Science,Bachelor's degree,,"Washington, D.C. (District of Columbia)"
"Big Data, Machine Learning",Computer Science,Ph.D. or professional degree,,Washington
Artificial Intelligence,Computer Science,Ph.D. or professional degree,,New Jersey
"Data Science, Machine Learning",Computer Science,No Education Listed,134200.0,Iowa
Machine Learning,Computer Science,Bachelor's degree,,Texas
Splunk,Computer Science,Bachelor's degree,,California
Machine Learning,Computer Science,No Education Listed,,California
"MLOps (Machine Learning Operations), Machine Learning",Computer Science,No Education Listed,,Kentucky
"Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Minnesota
Data Science,Computer Science,Bachelor's degree,,Illinois
Apache Spark,Computer Science,Bachelor's degree,92200.0,North Carolina
"Data Science, Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,Virginia
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Illinois
Artificial Intelligence,Computer Science,Bachelor's degree,,California
Machine Learning,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
"Apache Hadoop, Data Science, Apache Spark, Big Data, Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Bachelor's degree|Master's degree,,Washington
Splunk,Computer Science,Bachelor's degree,93720.0,South Dakota
"Data Science, Big Data, Data Engineering, Machine Learning, Metadata",Computer Science,No Education Listed,,Missouri
"AIOps (Artificial Intelligence For IT Operations), Splunk",Computer Science,No Education Listed,,Utah
"Data Science, Machine Learning",Computer Science,Bachelor's degree,,Missouri
"Data Science, Machine Learning Methods, Machine Learning",Computer Science,No Education Listed,,California
"Apache Hadoop, Machine Learning Methods, Data Manipulation, Apache Spark, Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Iowa
Data Science,Computer Science,No Education Listed,145000.0,Louisiana
Machine Learning,Computer Science,Master's degree|Ph.D. or professional degree,,Illinois
Data Engineering,Computer Science,No Education Listed,172062.0,New Jersey
"Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Master's degree|Ph.D. or professional degree,,California
"Apache Hadoop, Apache Spark",Computer Science,No Education Listed,130000.0,Texas
Artificial Intelligence,Computer Science,No Education Listed,,Florida
Data Science,Computer Science,Associate degree,149266.0,Montana
Splunk,Computer Science,Bachelor's degree,,Texas
Machine Learning,Computer Science,Bachelor's degree|Master's degree,,Delaware
Data Engineering,Computer Science,Bachelor's degree,112500.0,Colorado
Artificial Intelligence,Computer Science,No Education Listed,,Michigan
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,,Illinois
"Data Manipulation, Apache Spark, Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Virginia
Machine Learning,Computer Science,High school or GED|Bachelor's degree,,Massachusetts
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Illinois
"Data Engineering, Big Data, Metadata",Computer Science,Bachelor's degree|Master's degree,,California
Metadata,Computer Science,Bachelor's degree,,California
"Apache Spark, Data Science, Machine Learning, Big Data",Computer Science,Bachelor's degree|Master's degree,204975.0,Texas
Artificial Intelligence,Computer Science,No Education Listed,130000.0,Missouri
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,350000.0,Indiana
"Data Science, Machine Learning",Computer Science,No Education Listed,,California
Artificial Intelligence,Computer Science,Ph.D. or professional degree,,Illinois
Data Science,Computer Science,No Education Listed,131300.0,Texas
"Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,135900.0,Maine
Data Science,Computer Science,No Education Listed,,California
"Metadata Management, Metadata",Computer Science,No Education Listed,,Virginia
Artificial Intelligence,Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Arizona
"Data Science, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,Pennsylvania
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Texas
"Apache Spark, Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,No Education Listed,177323.0,North Carolina
"Data Science, Data Engineering, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Pennsylvania
"Data Science, Machine Learning",Computer Science,Ph.D. or professional degree,,California
Big Data,Computer Science,Bachelor's degree,,New Jersey
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,173000.0,Connecticut
"Apache Hadoop, Big Data, Data Engineering, Apache Spark, Data Science, Metadata",Computer Science,Bachelor's degree,,Nevada
Apache Spark,Computer Science,No Education Listed,90000.0,Florida
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,California
Big Data,Computer Science,Bachelor's degree|Master's degree,94700.0,Ohio
"Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Ph.D. or professional degree,,Georgia
"Data Science, Machine Learning Model Training, Machine Learning",Computer Science,No Education Listed,,Illinois
Artificial Intelligence,Computer Science,No Education Listed,100000.0,Ohio
Data Science,Computer Science,Bachelor's degree,,Arkansas
"Big Data, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree,,California
Artificial Intelligence,Computer Science,Bachelor's degree,,Maryland
"Data Engineering, Machine Learning, PyTorch (Machine Learning Library), Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,California
Big Data,Computer Science,No Education Listed,,Florida
"Machine Learning Model Training, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
Artificial Intelligence,Computer Science,No Education Listed,,Texas
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,100000.0,Texas
"Apache Hadoop, Big Data, Data Engineering, Apache Spark",Computer Science,High school or GED|Associate degree|Bachelor's degree|Master's degree,,Texas
"Apache Hadoop, Data Science, Data Engineering, Apache Spark, Machine Learning",Computer Science,No Education Listed,250000.0,Pennsylvania
Data Science,Computer Science,Master's degree|Ph.D. or professional degree,162000.0,California
"Big Data, Apache Spark, Metadata",Computer Science,No Education Listed,,West Virginia
"Apache Hadoop, Data Engineering, Big Data, Apache Spark",Computer Science,Bachelor's degree,,Oregon
Big Data,Computer Science,High school or GED|Bachelor's degree,102800.0,Oklahoma
"Machine Learning, Artificial Intelligence, Machine Learning Algorithms",Computer Science,No Education Listed,39520.0,Ohio
Big Data,Computer Science,Master's degree|Ph.D. or professional degree,,California
"Data Science, Apache Spark, Machine Learning, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Massachusetts
"Data Science, Big Data, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,Hawaii
Artificial Intelligence,Computer Science,High school or GED,,New York
Machine Learning,Computer Science,Bachelor's degree|Master's degree,169050.0,Texas
Machine Learning,Computer Science,No Education Listed,150000.0,Texas
"Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,Pennsylvania
Machine Learning Model Monitoring And Evaluation,Computer Science,Bachelor's degree,,Massachusetts
"Data Engineering, Machine Learning",Computer Science,Bachelor's degree,,Florida
"Big Data, Machine Learning",Computer Science,Bachelor's degree,,Massachusetts
"Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,Virginia
"Artificial Intelligence, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,201150.0,Florida
"Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree,,Michigan
Splunk,Computer Science,No Education Listed,,Ohio
Metadata,Computer Science,High school or GED,,South Carolina
Artificial Intelligence,Computer Science,Bachelor's degree,,Florida
"Data Engineering, Big Data",Computer Science,Bachelor's degree|Master's degree,,California
Artificial Intelligence,Computer Science,Bachelor's degree,,California
"Apache Hadoop, Big Data, Apache Spark",Computer Science,Bachelor's degree|Master's degree,,Ohio
Data Science,Computer Science,Bachelor's degree,87071.0,New York
"Data Science, Data Engineering, Apache Spark, Machine Learning",Computer Science,Bachelor's degree,,California
"Data Science, Artificial Intelligence",Computer Science,Master's degree|Ph.D. or professional degree,,Pennsylvania
"Data Engineering, Apache Spark, Metadata",Computer Science,Bachelor's degree,,California
"Apache Hadoop, Data Engineering, Big Data, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree,,New York
"Data Science, Machine Learning, Artificial Intelligence",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,,California
"Data Science, Machine Learning",Computer Science,Bachelor's degree,,Illinois
"Machine Learning, PyTorch (Machine Learning Library)",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,146600.0,Alaska
"Machine Learning, Artificial Intelligence",Computer Science,No Education Listed,187200.0,Colorado
"Apache Hadoop, Data Science, Big Data, Splunk, Apache Spark, Machine Learning",Computer Science,Bachelor's degree|Master's degree|Ph.D. or professional degree,177495.0,Virginia
